,latitude,longitude,Nearest City,Country Code,Noon Temp(f),Humidity,Clouds,Wind Speed,Distance From Equator
191,-32.66567728794868,145.40351202376428,griffith,au,50.47,53.0,0.0,2.71,32.0
236,-33.03188083509255,177.11958789164078,ngunguru,nz,71.3,100.0,76.0,14.9,33.0
280,-33.987512961224176,-58.11941190525488,carmelo,uy,73.55,61.0,8.0,10.54,33.0
396,-33.269140274610265,-67.6715178884193,rivadavia,ar,72.38,34.0,0.0,16.69,33.0
343,-33.766906075192,7.3475150121368245,oranjemund,na,68.96,98.0,0.0,24.52,33.0
388,-33.93485400837662,18.901035005555045,stellenbosch,za,66.76,65.0,8.0,8.97,33.0
369,-33.0756670681103,-69.46662816999596,lujan,ar,65.45,51.0,0.0,3.38,33.0
406,-33.75322401218524,-52.558248752770844,santa vitoria do palmar,br,70.72,100.0,0.0,15.79,33.0
334,-33.88901091494483,-59.142294545110275,zarate,ar,73.82,53.0,20.0,9.42,33.0
324,-33.40830936403904,-72.52848269838279,san antonio,cl,61.09,94.0,0.0,16.8,33.0
389,-33.105453634479694,115.34553499192839,bunbury,au,67.43,100.0,0.0,12.66,33.0
245,-33.35954537995337,142.62123391742165,mildura,au,58.84,49.0,0.0,8.19,33.0
0,-33.38161771051949,-170.59188285107237,vaini,to,68.87,100.0,76.0,20.94,33.0
154,-33.58437750522758,-25.878905251468098,sao joao da barra,br,70.49,100.0,0.0,7.96,33.0
114,33.91232744638849,-168.49411211949484,kapaa,us,60.82,100.0,76.0,10.76,33.0
172,-33.410652547428704,35.96088324516383,richards bay,za,71.03,100.0,0.0,11.43,33.0
87,33.59383657083736,-75.63588495649662,havelock,us,63.61,100.0,0.0,16.69,33.0
72,-33.977056860486336,-74.48937799457718,constitucion,cl,62.75,100.0,0.0,23.17,33.0
96,33.45946553233542,-110.60463642828927,florence,us,42.77,53.0,0.0,2.04,33.0
470,-33.964042605946524,116.51291940391023,collie,au,58.57,91.0,0.0,8.41,33.0
54,-33.58417227813377,-156.37508127933924,avera,pf,68.47,100.0,92.0,26.98,33.0
208,-33.75006769924928,10.8515308181683,saldanha,za,67.12,100.0,12.0,16.46,33.0
162,-33.670347905091376,-67.37063979955676,san luis,ar,72.38,34.0,0.0,16.69,33.0
478,-33.415987840487226,25.407879980606296,kirkwood,za,92.63,17.0,0.0,3.6,33.0
10,-33.2566009670918,-40.89575098045874,laguna,br,69.32,100.0,100.0,19.37,33.0
153,-33.81705490898678,-63.824953424431044,rio cuarto,ar,72.56,48.0,0.0,11.1,33.0
441,-33.05083232681721,-62.35519890228366,bell ville,ar,70.99,57.0,0.0,9.42,33.0
466,34.37782125105305,8.753349193123682,qafsah,tn,64.06,52.0,0.0,10.09,34.0
109,-34.789117792271576,4.343383443265239,luderitz,na,64.87,100.0,92.0,13.44,34.0
116,34.47113938998998,105.21197124905197,beidao,cn,38.99,70.0,0.0,2.82,34.0
434,-34.14472018413255,149.17028439907688,cowra,au,51.91,92.0,0.0,8.75,34.0
325,-34.962985748964414,22.074781699701035,george,za,74.86,72.0,8.0,4.94,34.0
106,34.08568077071524,-7.060088142681856,rabat,ma,61.94,96.0,0.0,18.03,34.0
333,-34.58778588392104,-62.38378988308999,lincoln,ar,68.74,76.0,0.0,10.65,34.0
380,-34.128033297892905,152.70271408199216,newcastle,au,74.0,100.0,0.0,15.01,34.0
370,-34.882532529704186,21.130406513432746,swellendam,za,82.51,33.0,20.0,6.85,34.0
443,-34.32548456072609,151.692136252887,sydney,au,70.13,96.0,0.0,10.98,34.0
79,34.42691436970103,56.35336890954056,tabas,ir,72.92,16.0,0.0,6.29,34.0
163,-35.35046716608918,-47.6676692195855,rio grande,br,68.96,100.0,44.0,15.79,35.0
416,-35.53307511554858,175.83953300096607,coromandel,nz,69.91,100.0,92.0,13.11,35.0
169,35.57226555344463,8.70057518507231,talah,tn,52.22,75.0,24.0,10.98,35.0
164,-35.56585306689569,136.92183418604628,port lincoln,au,68.42,97.0,32.0,15.23,35.0
217,-35.687018064856545,38.156949662116276,port shepstone,za,68.92,100.0,0.0,6.85,35.0
204,35.57619562577058,-85.29495675222448,soddy-daisy,us,50.78,81.0,92.0,7.74,35.0
493,35.97204242500336,1.1149963044325233,sidi ali,dz,53.12,73.0,0.0,14.79,35.0
360,-35.31842479200599,-65.61268871941658,mercedes,ar,74.32,40.0,0.0,8.97,35.0
477,-35.83287777602244,-71.86102073174914,longavi,cl,66.44,53.0,0.0,0.92,35.0
344,-35.64196781296799,146.05333437753532,corowa,au,49.66,68.0,0.0,4.38,35.0
469,-35.225000947352086,-57.35935383249715,la plata,ar,66.26,100.0,12.0,11.21,35.0
313,35.78821701217129,39.06236571006377,manbij,sy,80.26,21.0,0.0,8.97,35.0
322,35.04093670180002,35.01454177343983,dipkarpaz,cy,66.71,98.0,0.0,0.92,35.0
270,-35.670323482857796,-72.15121218519265,cauquenes,cl,64.73,86.0,0.0,4.94,35.0
90,-35.82567485521011,-100.32905632159702,lebu,cl,69.59,100.0,88.0,17.02,35.0
243,-35.02882379718205,-66.85730214385478,san rafael,ar,76.88,28.0,0.0,11.32,35.0
288,-36.58911183786592,-71.1363939877165,coihueco,cl,65.45,22.0,0.0,1.92,36.0
290,-36.473079851489004,169.6758756219303,ahipara,nz,68.15,100.0,92.0,13.78,36.0
127,-36.03088576827408,33.01863173260185,umzimvubu,za,69.19,100.0,20.0,15.35,36.0
461,-36.404576751527884,179.06107472308923,ruatoria,nz,68.15,100.0,64.0,10.31,36.0
361,-36.08194490101466,57.150629597464814,saint-joseph,re,68.51,95.0,92.0,17.13,36.0
19,-36.15151196590121,-29.39550340323818,arraial do cabo,br,69.01,100.0,76.0,13.67,36.0
92,-36.76602992340665,159.95420964044143,nelson bay,au,70.81,100.0,8.0,8.52,36.0
431,36.639583043208084,113.91494119225541,hecun,cn,50.87,38.0,0.0,5.95,36.0
198,-36.48364694963575,-63.279338468200294,general pico,ar,72.47,41.0,0.0,14.45,36.0
207,-36.73566812348333,-69.97825857818906,linares,cl,65.41,30.0,0.0,3.71,36.0
253,-36.787983425917886,22.443462533463617,knysna,za,73.42,99.0,20.0,8.97,36.0
376,37.53412257864358,5.75449377987087,constantine,dz,58.12,99.0,0.0,17.69,37.0
487,-37.98914973865716,-53.01730142884886,maldonado,uy,65.77,100.0,36.0,8.97,37.0
289,-37.058222411985895,-56.9506442059243,dolores,ar,65.45,98.0,0.0,12.44,37.0
502,37.731784582090015,-24.843756847294067,vila franca do campo,pt,59.6,100.0,24.0,2.93,37.0
362,-37.19631884793801,137.17025978729538,victor harbor,au,64.42,98.0,0.0,22.5,37.0
45,-37.48047647249744,-164.9936134251937,avarua,ck,65.0,100.0,12.0,20.27,37.0
421,37.68443678423324,-13.07397424394145,cascais,pt,58.57,100.0,24.0,10.54,37.0
105,37.720217926041215,-136.3798082995837,fortuna,us,52.94,100.0,8.0,8.97,37.0
55,-37.66766842586507,43.74003007847723,tsihombe,mg,65.59,100.0,24.0,12.33,37.0
459,-37.97506102229772,-71.94276002629165,mulchen,cl,67.34,21.0,20.0,2.71,37.0
196,37.9765434588485,35.36245267175707,develi,tr,62.39,54.0,0.0,2.15,37.0
423,-37.27596964685101,-72.44576614847988,los angeles,cl,66.89,70.0,0.0,5.28,37.0
351,-38.81849135642526,-62.276563688197555,bahia blanca,ar,66.04,53.0,0.0,15.01,38.0
488,-38.182484299896686,146.61006690324663,traralgon,au,58.88,59.0,44.0,6.4,38.0
115,38.165181258748575,15.255824274348356,milazzo,it,46.46,100.0,92.0,2.15,38.0
479,-38.028952295820815,174.00455838801616,kawhia,nz,69.59,99.0,76.0,18.03,38.0
371,-38.44132550034071,157.60647229239544,kiama,au,68.11,100.0,56.0,3.94,38.0
341,38.32996015315509,123.58306929897532,zhuanghe,cn,48.17,76.0,0.0,27.54,38.0
353,-38.96819763034619,150.5508974501971,lakes entrance,au,68.29,98.0,0.0,23.51,38.0
306,-38.71564638530538,-72.26330881384628,vilcun,cl,65.27,70.0,12.0,3.71,38.0
173,-38.99927058005213,172.86916560491795,okato,nz,68.92,99.0,100.0,19.82,38.0
413,38.13837835535491,107.85666000723181,yinchuan,cn,47.18,38.0,0.0,6.4,38.0
308,-39.73732091337425,157.87953756772848,ulladulla,au,66.89,100.0,24.0,7.96,39.0
447,39.79583379166009,-72.9200100577795,sayville,us,47.0,100.0,0.0,23.29,39.0
261,-39.6448852665545,-73.13359446799147,valdivia,cl,59.24,91.0,56.0,1.81,39.0
305,39.37021138688921,127.16936367347276,seoul,kr,55.06,59.0,0.0,7.63,39.0
303,39.897323808254484,-86.87821755528238,crawfordsville,us,50.78,96.0,92.0,17.02,39.0
108,-39.104282553711585,-70.45081306332673,villarrica,cl,70.09,22.0,0.0,3.71,39.0
181,-39.47043222662634,38.8447361023826,margate,za,63.79,97.0,0.0,2.71,39.0
42,39.0939895601509,-117.98618033616546,fallon,us,14.69,65.0,0.0,3.6,39.0
137,-39.335709178890966,127.27399643918078,esperance,au,61.54,99.0,48.0,29.66,39.0
398,-39.552507085377606,177.00141929832904,napier,nz,58.12,85.0,32.0,6.29,39.0
216,-39.95376162880418,-69.18159265217334,neuquen,ar,70.81,17.0,12.0,4.38,39.0
339,39.57841581540605,-64.18656285404116,shelburne,ca,59.33,100.0,92.0,56.51,39.0
9,-39.15865298033572,-111.2137617702851,rikitea,pf,60.05,100.0,48.0,11.54,39.0
287,39.422035165249,107.87042505246268,haibowan,cn,47.41,34.0,0.0,5.73,39.0
456,39.91373085027087,-71.06182776095197,charlestown,us,47.99,100.0,0.0,28.21,39.0
133,40.86052391940104,47.219249674603034,yevlax,az,54.92,76.0,24.0,1.7,40.0
405,-40.55327591498014,-73.64957620955224,osorno,cl,58.39,85.0,32.0,3.6,40.0
448,40.43992340611608,35.611819233367925,zile,tr,55.87,56.0,12.0,8.75,40.0
244,-40.7218160190438,-59.7954180522365,tres arroyos,ar,62.75,96.0,0.0,23.29,40.0
323,40.301283746184595,124.2412913634962,fengcheng,cn,40.16,94.0,0.0,4.83,40.0
279,-40.20168550205013,-61.76638436037983,punta alta,ar,65.14,100.0,8.0,24.74,40.0
317,-40.23304808186105,143.17706011668042,colac,au,62.66,97.0,100.0,32.68,40.0
331,40.874003398605225,14.648241482735216,sarno,it,55.73,100.0,12.0,5.28,40.0
227,-40.63895214020185,82.32826086069228,bambous virieux,mu,60.77,100.0,92.0,16.02,40.0
33,40.14060850028007,-178.61836070957537,provideniya,ru,49.7,100.0,8.0,18.7,40.0
378,-40.12466500576205,-66.37250364273334,general roca,ar,73.19,28.0,0.0,10.87,40.0
495,-40.13108220456001,-73.26846629148335,la union,cl,58.39,85.0,32.0,3.6,40.0
254,-40.08409921882248,166.1144017567165,hokitika,nz,65.14,100.0,0.0,10.87,40.0
213,41.40489114275813,-103.62863291037203,scottsbluff,us,32.69,79.0,36.0,5.95,41.0
335,-41.47504991823015,176.69470168516006,masterton,nz,62.75,77.0,92.0,15.23,41.0
155,-41.093143941184515,166.01078181160648,te anau,nz,64.37,100.0,0.0,12.55,41.0
494,41.07557053941345,62.97197322275747,gazli,uz,55.82,59.0,0.0,6.17,41.0
350,41.449470263957416,77.36849310479656,kyzyl-suu,kg,23.11,88.0,64.0,0.81,41.0
63,-41.89782027883366,-74.1784861937707,ancud,cl,59.06,90.0,44.0,11.54,41.0
73,-41.29054345902437,-36.635242233489954,cidreira,br,62.21,100.0,56.0,18.03,41.0
44,41.78759338999457,122.10778073383082,heishan,cn,45.79,79.0,8.0,18.25,41.0
209,-41.548701524570326,148.30777514844232,launceston,au,61.72,89.0,48.0,18.25,41.0
267,41.46239209276367,-137.16978567888188,eureka,us,50.92,98.0,64.0,7.85,41.0
180,-41.05124058735329,-63.73499252591213,viedma,ar,70.4,40.0,20.0,16.02,41.0
110,-41.205172159097465,71.1903584433995,mahebourg,mu,63.16,97.0,76.0,16.69,41.0
326,-41.61369149515475,156.39754480794159,batemans bay,au,64.51,97.0,56.0,9.64,41.0
486,-42.01794391857511,-66.99457868861145,trelew,ar,67.43,29.0,20.0,10.31,42.0
467,42.04525287845343,139.69532271031647,kamiiso,jp,45.97,93.0,0.0,21.72,42.0
432,-42.09187139221676,-73.13362600056445,calbuco,cl,56.0,96.0,88.0,13.78,42.0
117,-42.46828647013045,-65.88912018726423,puerto madryn,ar,64.28,81.0,32.0,6.73,42.0
136,-42.510009932383845,-56.6377639270638,necochea,ar,60.41,97.0,0.0,26.53,42.0
307,-42.11052246301109,23.842656717032995,plettenberg bay,za,61.85,97.0,44.0,16.8,42.0
135,-42.45045705065772,-68.57909988465627,san carlos de bariloche,ar,61.54,27.0,76.0,6.4,42.0
60,42.264681133974,-67.58961578991732,yarmouth,ca,40.12,100.0,0.0,32.12,42.0
226,-43.15881790566218,-45.9021062222099,rocha,uy,61.31,94.0,0.0,15.35,43.0
62,43.6419131079433,173.24299159335152,nikolskoye,ru,42.23,100.0,92.0,31.9,43.0
425,-43.612958352713385,170.73827226013776,fairlie,nz,62.26,100.0,92.0,14.0,43.0
218,-43.91836019331919,141.7520389338248,burnie,au,57.94,95.0,92.0,38.61,43.0
272,-43.72513473616154,172.9590789012379,christchurch,nz,58.97,58.0,56.0,11.1,43.0
65,-43.547984898566895,136.1931635473751,mount gambier,au,56.54,97.0,8.0,28.32,43.0
299,-44.59499314879989,175.7466714383695,waipawa,nz,62.03,93.0,100.0,21.94,44.0
242,44.99243011582336,162.021049122825,severo-kurilsk,ru,37.69,100.0,80.0,25.75,44.0
35,44.530611539109344,71.25110071457469,mikhaylovka,kz,50.74,71.0,48.0,5.06,44.0
53,44.80053735360309,61.78447620732547,kazalinsk,kz,47.72,73.0,20.0,3.38,44.0
367,44.26475116956549,-41.93438083916903,torbay,ca,54.38,100.0,0.0,15.68,44.0
268,44.94967916797873,10.23171232453322,noceto,it,53.66,98.0,0.0,6.85,44.0
278,44.48198704516405,164.70450289347514,petropavlovsk-kamchatskiy,ru,38.27,100.0,32.0,31.68,44.0
225,-45.030360346585816,-68.83329808223645,comodoro rivadavia,ar,52.31,72.0,92.0,13.33,45.0
1,-45.71347105422694,-12.066371033974292,jamestown,sh,51.01,100.0,12.0,14.67,45.0
332,45.857506553396895,74.43238719216325,gulshat,kz,40.66,77.0,20.0,3.38,45.0
200,-45.897375766519815,70.35748703210565,souillac,mu,60.05,91.0,92.0,28.66,45.0
187,45.832022205410894,-27.78892483026079,lagoa,pt,54.47,100.0,56.0,23.51,45.0
141,45.443694021652746,-108.79400773279632,laurel,us,24.77,80.0,44.0,2.37,45.0
449,45.19508610379258,143.82577824954456,mombetsu,jp,42.19,68.0,12.0,17.25,45.0
386,46.11544605197653,151.52537602563612,sentyabrskiy,ru,33.86,98.0,12.0,22.84,46.0
366,46.075704267868645,-117.67759018153892,walla walla,us,34.27,87.0,48.0,3.15,46.0
144,-46.815777353497026,-61.79848317785614,rawson,ar,57.53,95.0,80.0,11.77,46.0
71,46.0377131142596,113.93343800173852,baruun-urt,mn,38.59,31.0,24.0,13.78,46.0
340,46.30839095805716,9.890498593380428,sondrio,it,41.06,70.0,76.0,0.47,46.0
214,47.97272795101706,45.87073511905004,chernyy yar,ru,49.21,94.0,56.0,11.21,47.0
24,47.31915582883034,-109.95156064169737,lewistown,us,32.51,64.0,36.0,8.63,47.0
241,47.02660762888577,30.057609781760377,velyka mykhaylivka,ua,37.24,90.0,12.0,5.73,47.0
126,-47.57429981797711,-72.45007776385961,coihaique,cl,44.84,94.0,100.0,3.71,47.0
420,47.317461073724274,-136.3723773231176,prince rupert,ca,47.14,92.0,92.0,21.72,47.0
422,48.10619992051376,117.73133410041213,manzhouli,cn,36.38,34.0,0.0,22.28,48.0
375,48.65993565649133,-92.38133515606943,atikokan,ca,33.41,82.0,32.0,4.94,48.0
177,49.290534564159145,-89.87629098972002,thunder bay,ca,33.86,88.0,88.0,3.94,49.0
385,49.08046039559777,22.026892705515692,snina,sk,40.57,68.0,36.0,2.93,49.0
232,49.65665911732982,50.071015745070596,ozinki,ru,35.12,92.0,44.0,6.29,49.0
119,-49.27829702894757,162.62250762541885,tuatapere,nz,51.23,100.0,20.0,27.54,49.0
99,-50.049286249509585,-67.7933387244053,rio gallegos,ar,52.36,100.0,0.0,24.07,50.0
296,50.554362835781404,115.90112283680509,sherlovaya gora,ru,30.71,34.0,0.0,22.06,50.0
186,50.04432520087659,-112.35385503680553,taber,ca,38.86,65.0,36.0,19.82,50.0
240,50.198834979541914,-90.2219038799395,sioux lookout,ca,31.34,83.0,80.0,5.28,50.0
321,51.428594251375074,-127.55589346967801,port hardy,ca,37.28,100.0,92.0,4.5,51.0
182,-51.09332186626119,134.78885384339713,portland,au,45.61,96.0,64.0,11.32,51.0
475,51.34730924615843,42.839075404978615,kamenka,ru,33.86,97.0,92.0,5.73,51.0
132,51.43834236130241,-80.34793117749766,moose factory,ca,34.67,87.0,88.0,17.13,51.0
81,-51.31603205062076,-97.27866273775105,castro,cl,43.81,100.0,80.0,33.02,51.0
359,51.229849531648426,141.33016865918398,de-kastri,ru,33.91,71.0,0.0,10.09,51.0
465,52.08857975005017,-70.77999450214004,dolbeau,ca,25.13,94.0,68.0,13.44,52.0
457,52.92561951084876,38.0911676136689,yefremov,ru,33.37,99.0,92.0,4.38,52.0
251,52.13984001545237,104.89422926551245,bolshaya rechka,ru,20.36,73.0,8.0,3.49,52.0
197,52.896181792143224,74.53842248565641,bolshegrivskoye,ru,25.99,85.0,0.0,10.98,52.0
259,52.508056740953336,17.274591211968527,swarzedz,pl,42.19,82.0,24.0,4.94,52.0
97,52.473773216225354,-26.235217079022142,grindavik,is,44.44,100.0,48.0,26.42,52.0
404,53.1064315596732,131.92840533631,stoyba,ru,31.16,84.0,92.0,7.85,53.0
412,53.55306896991285,-58.32248851493236,saint-augustin,ca,28.24,95.0,8.0,14.79,53.0
330,53.15216275973768,-159.2062693892715,bethel,us,39.71,97.0,88.0,21.39,53.0
429,53.57446653569511,-104.69896751273068,nipawin,ca,20.36,94.0,88.0,8.08,53.0
78,53.89744241943416,-94.03940956841855,lac du bonnet,ca,31.61,84.0,80.0,9.08,53.0
34,53.04705006192955,24.457810150588642,vawkavysk,by,37.01,71.0,64.0,9.42,53.0
395,53.800880554555484,61.44613745056993,troitsk,ru,27.92,86.0,0.0,16.02,53.0
89,53.17567374179227,92.2333280929581,yermakovskoye,ru,29.77,66.0,76.0,3.04,53.0
403,54.846778656973,-5.396590490414198,portpatrick,gb,46.91,91.0,0.0,24.4,54.0
358,54.562138917714506,41.17766537442057,izhevskoye,ru,31.97,100.0,88.0,7.63,54.0
128,-54.08257715849209,178.59843411749506,dunedin,nz,50.11,93.0,92.0,22.84,54.0
91,-54.85416527173689,-48.85857240118319,mar del plata,ar,44.75,90.0,12.0,27.98,54.0
438,55.3972988304695,-105.4289984104634,la ronge,ca,8.93,83.0,76.0,4.72,55.0
43,55.571747101913274,-45.104872452369406,nanortalik,gl,36.92,100.0,88.0,33.69,55.0
430,55.653736394476546,11.15321346961521,kalundborg,dk,37.37,95.0,80.0,12.1,55.0
503,55.52238425072959,76.68465249328584,vengerovo,ru,27.56,92.0,80.0,13.67,55.0
295,55.05084999949627,-52.96164666323641,saint anthony,ca,35.26,100.0,56.0,32.01,55.0
312,55.82656090175391,-113.7374777912411,slave lake,ca,17.12,79.0,80.0,6.51,55.0
474,55.01663945233588,-124.13975554093946,fort saint james,ca,33.32,69.0,80.0,9.19,55.0
125,56.01558320251567,132.0183732654981,tokur,ru,10.06,70.0,8.0,3.04,56.0
492,56.85461813223136,-144.0254550040991,palmer,us,40.84,100.0,68.0,28.43,56.0
143,56.25026342261788,152.84125049166343,ola,ru,30.49,96.0,92.0,35.37,56.0
357,56.018309996763044,-179.45099006121833,egvekinot,ru,34.4,100.0,80.0,17.58,56.0
439,57.83974746195632,-36.96656637569485,tasiilaq,gl,38.0,100.0,64.0,36.6,57.0
222,57.5260625053835,-127.70165094114918,smithers,ca,22.12,77.0,76.0,8.08,57.0
485,57.65791268527775,107.67331714851949,kirensk,ru,21.17,59.0,80.0,3.83,57.0
286,58.68795805722384,11.983035194031146,uddevalla,se,33.05,100.0,0.0,19.15,58.0
